batch,file,shellnoun,annotator,answer,difficulty,comment
10,7,issue,49,Pedophilic abuse of children by diocesan priests,1,
10,7,issue,50,The issue of people being sexually abused by diocesan priests.,2,
10,8,issue,46,A judge overturning Roe v. Wade,3,
10,8,issue,47,"That judges are enhancing their positions, beginning to include their view on topics to make the law rather than interpreted and applying it",4,
10,8,issue,48,"Roe v. Wade, the decision of the United States supreme court on the restriction surrounding safe and legal abortion.",1,
10,8,issue,49,"Voting for or against a well-qualified Supreme Court nominee, knowing they would overturn Roe v Wade to criminalise abortion",1,
10,8,issue,50,The issue of Judges who wanna make the law instead of interpreting it.,3,
10,9,issue,46,Mr. Dusenberry making antiabortion commercials.,2,
10,9,issue,47,That peoples views can change over time as they age and become more open to certain topics.,5,
10,9,issue,48,"Mr. Dusenberry has also, on his own time, made antiabortion commercials",1,
10,9,issue,49,Mr Dusenberry's antiabortin views,2,"I wasn't sure if it was his views that where the issue, or the fact he had made commercials on his own"
10,9,issue,50,Making antiabortion commercials.,1,
10,10,fact,46,Trans fatty acids being added to some liquid vegetable oils to extend the oil's shelf life,2,
10,10,fact,47,"Man made fatty acids are used in food to increase shelf life and create products. The health issues that can occure with these is not advertised on the label, giving light to the fact the food labels are often misleading.",3,
10,10,fact,48,Trans fatty acids are also added to some liquid vegetable oils to extend their shelf life.,1,
10,10,fact,49,"The adding of trans fatty acids to liquid vegetable oils to extend their shelf life, when these have been linked to causing breast cancer, and not stating their addition on the label",1,
10,10,fact,50,Trans fatty acids are also added to some liquid vegetable oils to extend their shelf life.,1,
